product_category,order_month,monthly_revenue,monthly_orders,avg_review_score
watches_gifts,2017-11,94175.99,417,4.034
watches_gifts,2017-12,69490.82,332,4.139
watches_gifts,2018-01,73440.24,320,4.166
watches_gifts,2018-02,60558.42,302,3.758
watches_gifts,2018-03,94190.28,397,3.761
watches_gifts,2018-04,86759.19,455,4.314
watches_gifts,2018-05,119192.98,583,4.095
watches_gifts,2018-06,85069.57,442,4.206
watches_gifts,2018-07,92876.03,497,4.024
watches_gifts,2018-08,69899.06,386,4.207
